StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2.1_Id,Q2.1_Name,Q2.1_Size,Q2.1_Type,Q3.1,Q5.7,Q5.13,Q5.14,Q5.15,Q5.16,Q5.17,Q5.18,Q5.19,Q5.20,Q5.21,Q6.7,Q6.13,Q6.14,Q6.15,Q6.16,Q6.17,Q6.18,Q6.19,Q6.20,Q6.21,Q7.7,Q7.13,Q7.14,Q7.15,Q7.16,Q7.17,Q7.18,Q7.19,Q7.20,Q7.21,Q8.12,Q8.18,Q8.19,Q8.20,Q8.21,Q8.22,Q8.23,Q8.24,Q8.25,Q8.26,Q9.1,Q9.2,Q9.3_1,Q9.3_2,Q9.3_3,Q9.3_4,Q9.4,PROLIFIC_PID,dataset_name,bb_profile_1,bb_profile_2,int_profile_1,int_profile_2,first_model,bb_model,int_model
2021-07-11 06:00:14,2021-07-11 06:05:24,IP Address,79.177.10.205,100,310,True,2021-07-11 06:05:24,R_1OwZfNZ0wJISKAG,,,,,32.0666046142578125,34.76519775390625,anonymous,EN,0.89999997615814208984375,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,1,bb,no_shap,lr
2021-07-11 05:51:49,2021-07-11 06:00:08,IP Address,79.177.10.205,66,499,False,2021-07-18 06:00:10,R_BzZLsAIu0mhQkyR,,,,,,,anonymous,EN,0.4000000059604644775390625,,,,,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,2,bb,no_shap,dt
2021-07-12 07:21:32,2021-07-12 07:28:54,IP Address,107.77.216.70,92,441,False,2021-07-19 07:29:01,R_1NwPX7I0Q9KVbX7,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,2,bb,no_shap,dt
2021-07-12 07:28:54,2021-07-12 11:28:25,IP Address,107.77.216.70,71,14371,False,2021-07-19 11:28:26,R_tSeib9DDfcJabRL,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,bb,no_shap,dt
2021-07-13 13:16:39,2021-07-13 13:20:34,IP Address,74.64.150.218,1,234,False,2021-07-20 13:20:34,R_2xFRKREG0BK2p7T,,,,,,,anonymous,EN,0.89999997615814208984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-14 13:18:54,2021-07-14 13:19:03,IP Address,107.77.216.158,1,8,False,2021-07-21 13:19:09,R_1oyVjlRE4WPdZ5m,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-14 13:19:24,2021-07-14 13:19:32,Spam,107.77.216.158,1,7,False,2021-07-21 13:19:34,R_QbJtgyjZElMJbAl,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-22 15:42:25,2021-07-22 15:50:00,IP Address,69.255.158.113,100,455,True,2021-07-22 15:50:01,R_3dT9lUeSk2J7cvo,,,,,38.352294921875,-75.53859710693359375,anonymous,EN,1,F_1OvIzvIqOYnGw6D,signature.png,11979,image/png,60f8d9621d5d71645a1cd5a7,,,,,,,,,,,Pass,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Pass,,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,,,,,,,,,12,Moderately knowledgeable,No,No,No,No,No,60f8d9621d5d71645a1cd5a7,,4,1,4,1,int,no_shap,lr
2021-07-22 15:42:36,2021-07-22 15:52:22,IP Address,104.176.233.144,100,585,True,2021-07-22 15:52:23,R_1gpEJUFrtkBf8HS,,,,,32.5937957763671875,-83.641998291015625,anonymous,EN,0.89999997615814208984375,F_21u0ZS7rv36F1DU,signature.png,10094,image/png,5f590c2649483e0f1a0c0cbc,Pass,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,Pass,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,5,Slightly knowledgeable,Yes,No,Yes,No,No,5f590c2649483e0f1a0c0cbc,,4,3,4,2,bb,shap,dt
2021-07-22 18:21:52,2021-07-22 18:35:41,IP Address,173.80.215.143,100,828,True,2021-07-22 18:35:42,R_9vLuqBlJEAOc06Z,,,,,37.847900390625,-81.99610137939453125,anonymous,EN,1,F_1f10DO54ISEnjMK,signature.png,10814,image/png,60f5714d1535c2a17f07901e,,,,,,,,,,,Pass,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Pass,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,,,,,,,,,,,13,Moderately knowledgeable,Yes,No,Yes,No,No,60f5714d1535c2a17f07901e,,4,1,1,2,bb,no_shap,lr
2021-07-22 19:07:42,2021-07-22 19:19:44,IP Address,162.236.246.151,100,722,True,2021-07-22 19:19:45,R_Ol1ACKotbQjrGzT,,,,,37.0312957763671875,-122.1197967529296875,anonymous,EN,1,F_9HzV4Ww8GHR9u3n,signature.png,4830,image/png,60e227c19823765a77786b50,,,,,,,,,,,Pass,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Pass,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,11,Moderately knowledgeable,Yes,No,Yes,Yes,No,60e227c19823765a77786b50,,4,1,3,4,bb,no_shap,lr
2021-07-22 19:11:13,2021-07-22 19:24:08,IP Address,50.107.144.201,100,775,True,2021-07-22 19:24:09,R_2Vz6Eeq4XFTH6Pp,,,,,41.29730224609375,-75.97460174560546875,anonymous,EN,1,F_3PEJkK5HBexIQ8K,signature.png,10777,image/png,5eefdf237fea354de9c1fae9,,,,,,,,,,,Fail,,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,,,,,,,,Fail,,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,8,Moderately knowledgeable,Yes,No,Yes,No,No,5eefdf237fea354de9c1fae9,,1,4,2,3,bb,shap,lr
2021-07-22 19:22:11,2021-07-22 19:36:25,IP Address,174.17.37.198,100,854,True,2021-07-22 19:36:27,R_26hE6IiEMp72LDw,,,,,33.312103271484375,-111.82129669189453125,anonymous,EN,1,F_uwRzdwL1kKAXCQp,signature.png,8248,image/png,60174042f721c19881ecfb80,,,,,,,,,,,Pass,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Pass,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,2,Not knowledgeable at all,No,No,No,No,No,60174042f721c19881ecfb80,,1,2,1,3,int,no_shap,lr
2021-07-22 19:52:38,2021-07-22 20:27:48,IP Address,50.80.233.15,100,2110,True,2021-07-22 20:27:49,R_yNEv6vTosX03F5f,,,,,42.514404296875,-90.69300079345703125,anonymous,EN,0.800000011920928955078125,F_3JnnjMwX5QC0VbK,signature.png,2554,image/png,60cda684dd7e2dee2e15061b,Pass,,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,Fail,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,5,Moderately knowledgeable,Yes,Yes,No,Yes,No,60cda684dd7e2dee2e15061b,,3,2,2,1,int,shap,dt
2021-07-22 21:02:01,2021-07-22 21:08:23,IP Address,98.144.234.181,100,381,True,2021-07-22 21:08:24,R_3dLBalkPddMhDvq,,,,,42.889495849609375,-87.90740203857421875,anonymous,EN,1,F_dprAUnKRRNnED05,signature.png,14663,image/png,60f1ddf2ba77ba7c771c936c,,,,,,,,,,,Pass,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Pass,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,,,,,,,,,,10,Slightly knowledgeable,Yes,No,Yes,No,No,60f1ddf2ba77ba7c771c936c,,2,4,4,2,bb,no_shap,lr
2021-07-16 07:53:46,2021-07-16 07:54:36,IP Address,74.64.150.218,47,50,False,2021-07-23 07:54:40,R_27Tl7Vps20b5j88,,,,,,,anonymous,EN,0.89999997615814208984375,F_DdTogkm9KxmsIP7,signature.png,6777,image/png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,3,bb,no_shap,dt
2021-07-22 16:44:02,2021-07-22 16:46:08,IP Address,107.128.183.188,1,126,False,2021-07-29 16:46:10,R_24LS02UMibrlmMj,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e8537fe23609011fe987ca7,,,,,,,,
2021-08-23 19:59:03,2021-08-23 20:11:34,Survey Preview,,100,751,True,2021-08-23 20:11:35,R_25Qp3bZzrcByjtL,,,,,40.731597900390625,-73.99849700927734375,preview,EN,1,F_8piZBvO309XbWs9,signature.png,5122,image/png,1234,Pass,First year grade,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,Pass,Number of failures,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,12,Knowledgeable,,,,,No,,education,2,1,2,4,bb,shap,dt
2021-08-23 21:38:09,2021-08-23 21:46:06,IP Address,69.30.160.32,100,476,True,2021-08-23 21:46:07,R_e5xRBSpK4lG8tC9,,,,,38.298004150390625,-83.1757965087890625,anonymous,EN,1,F_1CqHeCFEdaZr7jC,signature.png,11800,image/png,61212beefffd07317f07b55a,Pass,First year grade,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,Pass,First year grade,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,3,Slightly knowledgeable,Yes,No,No,Yes,No,61212beefffd07317f07b55a,education,4,2,2,3,bb,shap,dt
2021-08-23 22:33:19,2021-08-23 22:40:32,IP Address,72.92.22.232,100,432,True,2021-08-23 22:40:33,R_2BwVM8r3g4uxFEj,,,,,40.236297607421875,-75.29599761962890625,anonymous,EN,1,F_2X5R1DX02I5WKaU,signature.png,10950,image/png,61137445c179a2570c7be95a,,,,,,,,,,,Fail,First year grade,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,,,Pass,First year grade,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,3,Very knowledgeable,No,No,Yes,No,No,61137445c179a2570c7be95a,education,2,3,3,4,int,shap,lr
