StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2.1_Id,Q2.1_Name,Q2.1_Size,Q2.1_Type,Q3.1,Q5.7,Q5.13,Q5.14,Q5.15,Q5.16,Q5.17,Q5.18,Q5.19,Q5.20,Q5.21,Q6.7,Q6.13,Q6.14,Q6.15,Q6.16,Q6.17,Q6.18,Q6.19,Q6.20,Q6.21,Q7.7,Q7.13,Q7.14,Q7.15,Q7.16,Q7.17,Q7.18,Q7.19,Q7.20,Q7.21,Q8.12,Q8.18,Q8.19,Q8.20,Q8.21,Q8.22,Q8.23,Q8.24,Q8.25,Q8.26,Q9.1,Q9.2,Q9.3_1,Q9.3_2,Q9.3_3,Q9.3_4,Q9.4,PROLIFIC_PID,dataset_name,bb_profile_1,bb_profile_2,int_profile_1,int_profile_2,first_model,bb_model,int_model
2021-08-25 02:06:48,2021-08-25 02:19:17,IP Address,136.33.193.38,100,749,True,2021-08-25 02:19:18,R_R20kxkFk5rGfG37,,,,,39.045196533203125,-94.718902587890625,anonymous,EN,0.89999997615814208984375,F_4OYPv9ksscqElGh,signature.png,13371,image/png,61115f0714b553588d74651f,,,,,,,,,,,Will have a high sales price,House grade,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,Will NOT have a high sales price,House grade,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,6,Not knowledgeable at all,No,No,No,No,No,61115f0714b553588d74651f,housing,4,3,1,3,int,shap,lr
2021-08-25 02:27:03,2021-08-25 02:32:28,IP Address,174.198.204.31,100,325,True,2021-08-25 02:32:29,R_1FalgKG5medvw6i,,,,,40.088104248046875,-74.19629669189453125,anonymous,EN,0.89999997615814208984375,F_3njyI1HRQkwUstu,signature.png,14243,image/png,5dd55364dcec8750a2efc32b,,,,,,,,,,,,Size of living area,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,I don't know,House grade,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,,,,,,,,,,,6,Not knowledgeable at all,No,No,No,No,No,5dd55364dcec8750a2efc32b,housing,3,2,3,1,bb,no_shap,lr
2021-08-25 03:19:43,2021-08-25 03:30:37,IP Address,96.248.117.105,100,654,True,2021-08-25 03:30:38,R_2aA12RuraoR2Mdy,,,,,40.3343963623046875,-74.7949981689453125,anonymous,EN,0.89999997615814208984375,F_1rwg2NFqNM7koft,signature.png,5502,image/png,60e69bcb4e1c4ea87a54a36d,,,,,,,,,,,Will NOT have a high sales price,House grade,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,,,,,,,,,,,Will have a high sales price,House grade,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,4,Knowledgeable,Yes,Yes,No,Yes,No,60e69bcb4e1c4ea87a54a36d,housing,3,1,1,2,int,shap,lr
2021-08-25 03:36:17,2021-08-25 03:50:35,IP Address,107.116.7.60,100,857,True,2021-08-25 03:50:36,R_2QLgFttU85epMPx,,,,,42.2761993408203125,-83.258697509765625,anonymous,EN,0.89999997615814208984375,F_PFNwtkdeLg7P27v,signature.png,7908,image/png,60ff0bb5f091c10ddd2270b9,Will have a high sales price,Size of living area,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,Will NOT have a high sales price,House grade,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,1,Slightly knowledgeable,No,No,No,Yes,No,60ff0bb5f091c10ddd2270b9,housing,2,3,3,2,int,shap,dt
2021-08-25 04:13:23,2021-08-25 04:23:43,IP Address,216.24.76.160,100,620,True,2021-08-25 04:23:44,R_3kiW3w9stctYqqS,,,,,37.7799072265625,-79.98809814453125,anonymous,EN,1,F_26naGGysOhQY4BL,signature.png,6405,image/png,60a877548e684d43854de84d,Will have a high sales price,House grade,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,Will have a high sales price,Property view rating,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,6,Moderately knowledgeable,No,No,No,No,No,60a877548e684d43854de84d,housing,3,4,1,3,bb,shap,dt
2021-08-25 04:32:39,2021-08-25 04:36:38,IP Address,69.247.248.103,100,238,True,2021-08-25 04:36:38,R_1MQ8Thl3uTngcIl,,,,,26.2845001220703125,-81.7563018798828125,anonymous,EN,1,F_2v3bphD5H9IrsGU,signature.png,11728,image/png,6111319162cb339cc4728f8a,,,,,,,,,,,Will have a high sales price,House grade,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Will have a high sales price,Size of living area,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,,,,,,,,,,2,Slightly knowledgeable,No,No,Yes,No,No,6111319162cb339cc4728f8a,housing,3,1,1,3,int,no_shap,lr
2021-08-25 05:13:47,2021-08-25 05:20:12,IP Address,68.197.243.160,100,384,True,2021-08-25 05:20:13,R_s5VVJ6YkbYgdvl7,,,,,40.676300048828125,-73.9492034912109375,anonymous,EN,1,F_OrkdA7eRyJEMs6J,signature.png,7358,image/png,5b4370f330bbfd000105f991,Will have a high sales price,Size of living area,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,Will NOT have a high sales price,House grade,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,,,,,,,7,Moderately knowledgeable,Yes,No,Yes,No,No,5b4370f330bbfd000105f991,housing,1,3,3,2,bb,no_shap,dt
2021-08-25 05:15:59,2021-08-25 05:24:30,IP Address,70.174.97.56,100,511,True,2021-08-25 05:24:31,R_3CZQ4De7xpTuhzv,,,,,36.87969970703125,-76.26439666748046875,anonymous,EN,1,F_XwhMtBupzHJR1CN,signature.png,10491,image/png,611115a766df68e739b3ac70,,,,,,,,,,,Will NOT have a high sales price,House grade,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,Will have a high sales price,House grade,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,10,Knowledgeable,Yes,No,Yes,Yes,No,611115a766df68e739b3ac70,housing,1,2,4,2,bb,shap,lr
2021-08-25 06:15:39,2021-08-25 06:30:35,IP Address,104.183.119.52,100,895,True,2021-08-25 06:30:36,R_28D2JLmatMbfXF6,,,,,28.5464019775390625,-81.2584991455078125,anonymous,EN,1,F_2awuJzKYbTJ9UJX,signature.png,10003,image/png,5f74fd83ed11b81620baf105,,,,,,,,,,,I don't know,House grade,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,,,,,,,,,,,Will NOT have a high sales price,House grade,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,1,Slightly knowledgeable,Yes,No,No,No,No,5f74fd83ed11b81620baf105,housing,4,3,1,4,bb,shap,lr
2021-08-25 06:34:45,2021-08-25 06:39:43,IP Address,207.162.131.17,100,297,True,2021-08-25 06:39:44,R_3gT0fDpoH2vSKSv,,,,,36.1885986328125,-95.98419952392578125,anonymous,EN,1,F_1ez31TxZkyxahAX,signature.png,9099,image/png,5f95d87f5016160f47995dae,,,,,,,,,,,Will have a high sales price,House grade,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,Will have a high sales price,House grade,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,0,Not knowledgeable at all,No,No,No,No,No,5f95d87f5016160f47995dae,housing,3,4,1,3,bb,shap,lr
2021-08-25 06:56:47,2021-08-25 07:00:09,IP Address,208.68.247.153,100,201,True,2021-08-25 07:00:09,R_dmqSCPesq84sEwN,,,,,32.779693603515625,-96.8022003173828125,anonymous,EN,1,F_RyuCcHsOFFNdGRH,signature.png,4804,image/png,603407c4dd800c16d182bb1e,,,,,,,,,,,Will NOT have a high sales price,House grade,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Will have a high sales price,House grade,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,,,,,,,,,,1,Slightly knowledgeable,No,No,Yes,No,Yes,603407c4dd800c16d182bb1e,housing,2,4,1,4,bb,no_shap,lr
2021-08-25 07:03:27,2021-08-25 07:14:20,IP Address,107.197.45.246,100,653,True,2021-08-25 07:14:21,R_2cvhMfxh8vJFQOH,,,,,41.9031982421875,-87.63829803466796875,anonymous,EN,1,F_Tu7je3pvj8cz1PH,signature.png,13479,image/png,6108334484fa53f00832f23c,,,,,,,,,,,,House grade,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,,,,,,,Will have a high sales price,House grade,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,3,Slightly knowledgeable,No,Yes,No,Yes,No,6108334484fa53f00832f23c,housing,3,2,2,3,int,shap,lr
